FIPS,EP_POV150,EP_AFAM,EP_HISP,EP_ASIAN,RISK_SCORE,HWAV_RISKS
13135,19.1,27.3,21.2,12.1,91.44129812,0.0
13137,23.2,2.6,15.6,2.1,36.43016227,0.0
13139,22.6,6.9,28.5,1.9,81.38720967,0.0
13141,39.2,72.1,1.5,1.4,6.936048361,39.96181992
13143,21.2,4.3,1.9,0.8,23.8625517,0.0
13145,11.3,16.0,3.8,0.6,17.46738785,32.7076042
13147,25.5,19.5,3.7,0.9,30.13044862,0.0
13149,27.3,8.5,2.8,0.8,12.69487751,0.0
13151,16.6,45.0,7.1,3.4,75.97836462,62.6471524
13153,20.1,30.9,6.6,3.3,71.07858734,85.90518613
13155,36.8,28.5,4.1,0.4,29.81228126,30.70314986
13157,17.4,6.9,8.1,1.8,58.4473433,47.59783646
13159,29.8,19.7,3.9,0.2,6.299713649,37.3528476
13161,36.4,16.1,12.3,0.3,46.99331849,45.68883233
13163,34.6,52.8,3.9,0.4,41.87082405,49.76137448
13165,49.8,35.6,6.3,0.7,28.57142857,50.46134267
13167,36.0,33.9,2.6,0.2,14.06299714,55.74292078
13169,22.3,24.4,1.8,0.6,13.01304486,55.01113586
13171,24.0,28.4,2.5,0.5,10.11772192,27.83964365
13173,42.9,23.0,6.4,0.5,15.39930003,21.53993
13175,36.5,37.6,2.7,1.1,53.42029908,74.54661152
13177,17.0,21.6,3.0,2.3,45.81609927,51.76582883
13179,25.9,40.0,12.7,1.8,94.11390391,94.01845371
13181,29.6,30.0,2.0,0.1,10.43588928,26.59879096
13183,35.2,24.9,11.4,0.7,56.4747057,51.03404391
13185,32.5,36.8,5.8,1.5,81.35539294,58.03372574
13187,28.2,2.1,4.9,0.8,32.80305441,0.0
13189,32.3,39.9,3.2,0.4,33.88482342,48.20235444
13191,27.0,34.6,0.4,1.7,79.28730512,43.33439389
13193,42.9,61.9,4.3,0.1,28.28507795,53.29303213
13195,30.3,8.8,5.8,1.3,36.04836144,47.34330258
13197,26.0,30.1,7.7,1.2,4.136175628,37.28921413
13199,32.7,40.1,2.3,0.2,17.7855552,0.0
13201,33.3,30.8,0.5,0.1,45.56156538,30.63951639
13205,42.5,45.9,4.7,0.5,72.8285078,51.47947821
13207,21.7,22.8,2.4,0.6,21.95354757,42.25262488
13209,31.9,25.6,6.9,0.4,15.55838371,47.12058543
13211,13.0,22.8,3.1,0.1,22.04899777,40.37543748
13213,25.5,0.9,15.2,0.4,60.2290805,0.0
13215,30.1,45.6,7.7,2.5,69.23321667,87.05058861
13217,23.8,45.3,5.8,1.2,62.74260261,53.45211581
13219,9.2,4.9,5.4,4.1,23.54438435,46.03881642
13221,24.6,17.1,4.9,0.3,11.00859052,41.13903913
13223,14.3,19.4,6.7,1.1,71.30130449,0.0
13225,29.6,44.3,7.7,0.9,32.93032135,62.80623608
13227,19.3,1.6,3.1,0.3,36.33471206,0.0
13229,31.1,10.1,5.0,0.0,70.155902,48.29780465
13231,15.4,8.8,1.7,0.3,6.172446707,26.12153993
13233,30.2,11.3,13.2,0.6,56.5701559,0.0
13235,32.1,38.1,2.9,0.7,12.05854279,60.16544703
13237,31.1,26.1,6.3,0.2,27.076042,44.8615972
13239,25.3,47.0,1.3,6.3,10.78587337,22.20808145
13241,32.6,1.4,7.9,1.7,22.11263124,0.0
13243,51.2,63.3,3.4,0.0,28.18962774,29.52593064
13245,33.8,55.7,5.1,1.8,88.7368756,89.78682787
13247,25.3,55.0,10.2,1.9,63.88800509,60.00636335
13249,24.7,27.0,6.3,0.0,2.449888641,32.00763602
13251,28.1,40.8,2.4,0.8,67.99236398,56.66560611
13253,34.5,35.1,1.2,1.1,62.99713649,31.02131721
13255,30.0,34.2,4.7,1.0,44.8615972,45.7524658
13257,22.8,11.3,3.7,0.6,29.30321349,0.0
13259,40.4,57.0,15.8,3.1,11.80400891,50.81132676
13261,33.1,52.8,5.8,1.3,58.76551066,77.25103404
13263,33.6,56.7,0.8,0.6,3.627107859,25.70792237
13265,37.7,58.5,4.4,0.0,1.113585746,21.79446389
13267,33.9,28.9,11.9,0.1,83.32803054,54.66115177
13269,43.2,38.0,0.7,3.4,8.558701877,39.51638562
13271,41.3,39.0,11.4,0.1,36.20744512,54.31116767
13273,43.5,57.8,2.9,3.1,23.35348393,36.71651289
13275,30.2,36.8,3.7,0.2,85.33248489,55.36111995
13277,33.8,29.4,12.0,1.2,73.84664333,52.24307986
13279,36.6,25.6,11.6,0.7,66.78332803,66.306077
13281,20.7,1.3,2.9,0.5,10.97677378,0.0
13283,42.6,29.0,1.9,0.0,12.44034362,50.55679287
13285,30.6,36.5,3.7,2.1,67.32421254,0.0
13287,40.1,39.3,4.9,0.7,26.85332485,30.73496659
13289,22.0,42.0,1.6,0.2,4.99522749,40.78905504
13291,25.5,0.8,3.5,0.3,28.0623608,0.0
13293,31.3,27.5,2.3,0.4,18.86732421,42.37989182
13295,27.1,3.8,2.4,0.7,73.78300986,0.0
13297,21.0,18.1,4.7,1.6,58.19280942,49.34775692
13299,36.9,30.4,4.1,1.2,71.55583837,59.14731149
13301,35.0,60.9,0.0,1.0,6.713331212,31.40311804
13303,36.9,52.8,2.6,0.7,28.38052816,52.91123131
13305,31.2,20.3,6.4,0.5,75.94654788,56.79287305
13307,33.0,32.9,12.4,0.0,4.549793191,34.45752466
13309,41.2,38.9,5.0,0.0,8.590518613,44.70251352
13311,18.3,2.5,3.3,0.6,34.77569201,0.0
13313,29.3,3.4,35.5,1.4,80.17817372,0.0
13315,36.2,35.6,4.8,0.0,22.74896596,59.30639516
13317,34.5,41.9,5.2,0.0,15.62201718,40.47088769
13319,33.5,39.0,2.9,0.0,6.013363029,41.01177219
13321,27.8,28.1,2.2,0.9,54.66115177,48.10690423
15001,22.2,0.6,13.2,21.9,97.58192809,0.0
15003,13.4,2.3,10.0,41.7,94.05027044,0.0
15005,1.2,0.7,0.5,3.4,0.063633471,0.0
15007,15.9,0.5,11.4,31.0,74.41934458,0.0
15009,14.4,0.6,11.6,28.4,87.68692332,0.0
16001,15.0,1.1,8.4,2.5,87.94145721,96.85014318
16003,22.3,0.3,3.8,0.0,50.90677696,34.42570792
16005,26.0,0.6,8.9,1.9,65.70155902,0.0
16007,25.0,0.3,4.3,0.5,6.840598155,0.0
16009,24.0,0.4,4.0,0.2,5.917912822,42.31625835
16011,24.7,0.2,18.2,0.4,50.68405982,17.56283805
16013,20.0,0.6,22.9,0.3,42.02990773,21.57174674
16015,21.2,0.3,4.9,1.2,61.62901686,29.81228126
16017,22.0,0.2,3.3,0.7,27.71237671,57.42920776
16019,19.1,0.4,13.3,0.8,71.36493796,0.0
16021,27.0,0.3,5.1,1.1,20.39452752,38.24371619
16023,31.6,0.1,3.9,0.0,3.531657652,18.39007318
16025,25.8,0.0,2.6,0.0,2.38625517,20.07636017
16027,24.5,0.3,25.3,0.8,65.25612472,95.48202354
16029,18.0,0.0,6.3,0.1,11.51765829,0.0
16031,25.1,0.2,27.3,0.7,48.52052179,59.72001273
16033,22.4,0.9,39.2,0.0,4.867960547,0.0
16035,23.1,0.4,4.2,0.6,25.51702195,34.1393573
16037,27.2,0.1,7.1,0.1,15.97200127,18.70824053
16039,30.9,2.5,17.4,2.8,79.35093859,74.51479478
16041,17.7,0.1,6.7,0.1,9.704104359,17.62647152
16043,22.8,0.2,12.2,0.2,38.49825008,0.0
16045,21.1,0.1,8.6,0.6,49.37957366,69.01049952
16047,25.6,0.0,29.4,0.9,43.77982819,58.19280942
16049,28.7,0.2,3.4,0.5,80.90995864,43.17531021
16051,17.4,0.0,10.5,0.5,37.63919822,0.0
16053,29.3,0.1,36.7,0.2,21.66719695,67.06967865
16055,19.1,0.4,4.8,0.8,61.31084951,87.65510659
16057,26.1,1.2,4.4,2.1,17.05377028,65.92427617
16059,25.8,0.0,3.3,0.0,32.19853643,17.65828826
16061,28.9,0.5,4.8,1.3,4.804327076,34.55297486
16063,28.3,0.0,30.9,0.6,25.80337257,40.82087178
16065,40.5,0.3,7.7,1.5,36.87559656,0.0
16067,26.0,0.1,35.2,0.4,23.98981864,60.35634744
16069,22.3,0.1,4.3,0.8,16.89468661,73.94209354
16071,20.0,0.1,4.4,0.0,4.327076042,19.5672924
16073,25.5,0.5,26.0,0.1,37.54374801,65.9560929
16075,22.9,0.1,17.5,0.7,20.04454343,74.48297805
16077,22.1,0.0,34.0,0.0,26.21699014,22.71714922
16079,31.3,0.9,3.7,0.0,8.717785555,45.05249761
16081,16.1,0.0,16.4,0.0,27.93509386,0.0
16083,25.4,0.8,16.6,1.8,51.35221126,83.2007636
16085,18.8,0.1,4.7,0.0,58.25644289,35.25294305
16087,32.5,0.0,16.9,0.3,39.99363665,62.04263443
17001,20.9,4.0,1.6,0.7,51.09767738,95.19567292
17003,37.9,35.1,1.0,0.0,55.93382119,34.36207445
17005,24.8,6.7,3.6,0.3,44.03436207,82.78714604
17007,14.7,2.5,22.2,1.0,54.53388482,71.36493796
17009,23.1,17.9,6.7,0.0,6.140629971,71.65128858
17011,21.8,0.8,9.3,0.8,63.44257079,64.33343939
17013,14.4,0.6,1.3,1.1,3.818008272,68.1832644
17015,17.9,2.1,3.8,0.5,44.4161629,51.86127903
17017,24.1,3.8,19.2,0.1,30.3849825,81.73719376
17019,26.6,13.3,6.1,10.8,85.49156857,97.10467706
17021,23.2,1.5,1.6,0.7,52.68851416,88.45052498
17023,18.4,0.5,1.6,0.1,29.01686287,74.57842825
17025,25.9,0.4,0.2,0.5,48.0750875,76.99650016
17027,16.4,3.2,3.2,0.6,65.76519249,84.21889914
17029,29.7,3.9,2.7,1.0,68.81959911,90.55042953
17031,21.8,22.9,25.3,7.4,99.61819917,100.0
17033,20.3,5.7,2.3,0.1,52.65669742,80.24180719
17035,19.8,0.1,1.0,0.2,16.3538021,68.81959911
17037,21.6,7.2,11.4,2.1,74.89659561,81.10085905
17039,20.8,1.0,2.8,0.0,24.21253579,68.50143175
17041,21.3,0.8,7.3,0.6,44.32071269,77.91918549
17043,10.7,4.8,14.3,12.1,94.94113904,91.63219854
17045,19.7,0.6,1.3,0.6,41.48902323,75.88291441
17047,20.0,0.4,1.4,0.3,14.73114858,38.7846007
17049,19.2,0.5,2.1,0.4,62.42443525,85.87336939
17051,25.6,4.4,1.8,0.5,42.5389755,82.91441298
17053,22.5,0.9,3.5,0.7,19.85364302,61.15176583
17055,31.0,0.6,1.7,0.4,75.37384664,89.2777601
17057,23.0,3.7,3.1,0.2,61.34266624,89.1823099
17059,31.3,0.4,1.1,0.1,29.23958002,67.41966274
17061,22.7,1.5,1.2,0.1,12.18580974,77.47375119
17063,13.4,1.1,10.2,0.8,64.36525612,75.2465797
17065,24.7,0.3,1.5,0.7,53.38848234,41.1072224
17067,21.8,0.5,1.6,0.3,20.68087814,77.88736876
17069,23.3,2.5,0.8,0.0,10.8176901,48.58415527
17071,16.3,0.2,1.8,0.7,9.926821508,60.96086542
17073,17.5,1.8,5.8,0.5,66.94241171,74.06936048
17075,22.9,0.8,7.1,0.4,44.47979637,71.96945593
17077,35.2,15.0,4.4,3.4,84.5370665,93.63665288
17079,19.7,0.4,0.6,0.1,32.73942094,70.37861915
17081,24.0,7.9,2.8,1.1,82.27807827,83.58256443
17083,14.6,0.5,1.5,0.3,25.77155584,79.8918231
17085,17.0,0.6,3.1,0.6,44.44797964,56.72923958
17087,20.2,10.3,3.1,0.3,50.46134267,36.68469615
17089,15.2,5.2,32.0,3.9,90.04136176,92.4912504
17091,22.3,14.8,10.6,0.8,71.17403754,88.92777601
17093,6.7,7.5,19.4,3.3,73.56029271,87.4005727
17095,29.0,8.7,6.0,1.1,57.30194082,81.48265988
17097,13.6,6.5,21.9,8.0,93.73210309,96.37289214
17099,20.3,2.6,9.9,0.8,75.43748011,54.2475342
17101,24.3,9.6,2.8,0.1,47.05695196,78.81005409
17103,19.6,5.3,6.4,0.7,57.49284123,58.60642698
17105,20.7,3.9,4.8,0.8,44.54342984,74.8011454
17107,17.7,7.4,3.5,0.4,61.08813236,88.16417436
17109,30.9,4.8,2.9,2.3,31.49856825,84.02799873
17111,9.9,1.4,13.4,2.7,85.71428571,90.77314668
17113,21.6,8.2,5.0,5.1,81.06904232,94.14572065
17115,23.9,15.7,2.3,1.2,77.25103404,95.29112313
17117,22.9,1.0,1.3,0.4,72.22398982,82.05536112
17119,19.3,8.5,3.4,1.0,92.4912504,98.69551384
17121,26.9,3.4,2.1,0.6,73.14667515,83.04167992
17123,19.2,0.3,3.0,0.1,36.17562838,55.67928731
17125,23.7,0.4,1.2,0.2,45.02068088,76.16926503
17127,26.0,5.5,3.0,0.2,68.40598155,81.38720967
17129,14.1,0.6,1.6,0.4,32.35762011,75.81928094
17131,18.7,0.5,2.5,0.3,24.43525294,59.81546293
17133,7.2,0.3,1.6,1.1,54.82023544,80.30544066
17135,23.9,3.7,1.8,0.3,56.28380528,82.53261215
17137,24.5,6.6,2.6,0.6,61.81991728,88.32325803
17139,17.5,0.8,1.5,0.2,33.08940503,75.75564747
17141,18.3,1.0,10.4,0.4,60.96086542,63.91982183
17143,24.0,17.7,4.9,4.2,85.01431753,95.41839007
17145,26.2,8.5,3.2,0.6,70.47406936,39.61183583
17147,10.2,1.1,1.4,0.6,26.72605791,70.155902
17149,26.5,0.9,1.3,0.3,18.51734012,83.6461979
17151,30.6,5.7,3.0,0.8,24.18071906,53.89755011
17153,34.7,30.5,2.4,0.1,38.37098314,40.31180401
17155,14.1,0.5,5.8,1.0,10.84950684,33.47120585
17157,24.9,10.6,3.2,0.4,75.66019726,81.70537703
17159,21.1,0.6,1.7,0.7,43.58892778,77.06013363
17161,22.0,9.8,13.1,2.4,72.25580655,90.32771238
17163,22.9,29.7,4.2,1.4,93.25485205,98.63188037
17165,30.6,2.2,1.8,0.4,67.89691378,65.47884187
17167,21.0,12.6,2.4,2.0,88.54597518,93.19121858
17169,22.9,5.1,0.9,0.1,17.3401209,68.91504932
17171,18.9,0.4,1.2,0.4,7.954183901,63.06076997
17173,18.7,0.6,1.1,0.3,33.12122176,81.00540885
17175,22.0,0.6,2.0,1.0,16.03563474,45.33884823
17177,24.2,9.6,4.2,0.8,68.11963093,68.85141584
17179,15.7,1.2,2.4,1.0,82.40534521,96.56379255
17181,27.6,1.3,5.3,0.3,53.83391664,83.42348075
17183,29.0,14.1,5.2,1.0,66.306077,89.97772829
17185,23.7,0.2,2.2,1.7,23.7671015,64.30162265
17187,21.1,4.0,9.8,1.2,25.26248807,77.98281896
17189,13.3,0.6,1.5,0.8,47.66146993,84.60069997
17191,23.5,0.9,1.6,0.3,45.87973274,84.82341712
17193,28.6,0.9,1.5,0.2,56.85650652,76.71014954
17195,16.9,1.2,12.3,0.6,56.15653834,68.66051543
17197,11.7,11.1,17.7,5.5,93.4775692,98.50461343
17199,22.4,3.9,2.7,1.2,83.55074769,93.50938594
17201,25.4,12.8,13.1,2.7,90.45497932,91.91854916
17203,12.2,0.6,1.9,0.5,49.53865733,82.15081133
18001,29.5,1.0,4.6,0.3,43.27076042,39.19821826
18003,22.0,11.1,7.6,4.2,86.4142539,88.00509068
18005,19.7,1.5,7.2,7.9,78.52370347,47.88418708
18007,29.5,0.6,5.4,0.1,11.13585746,52.30671333
18009,29.7,0.4,1.7,0.3,11.67674197,24.91250398
18011,9.9,1.8,3.2,3.2,37.57556475,39.80273624
18013,17.0,1.2,1.8,0.2,12.88577792,24.84887051
18015,17.2,0.6,4.3,0.2,35.5711104,34.07572383
18017,26.5,1.1,15.7,1.4,30.09863188,35.44384346
18019,19.0,6.3,5.5,0.9,81.92809418,76.04199809
18021,20.4,0.6,1.5,0.3,43.8752784,76.51924913
18023,22.3,0.6,16.1,0.3,40.05727012,37.13013045
18025,31.2,0.4,1.6,0.0,32.7076042,40.85268851
18027,24.0,1.7,5.3,0.2,58.98822781,83.45529749
18029,15.0,0.7,1.3,0.6,47.15240216,33.18485523
18031,17.2,0.1,2.1,1.9,33.02577156,35.41202673
18033,16.7,0.4,2.9,0.4,42.22080815,53.03849825
18035,31.2,6.7,2.5,1.4,73.97391028,46.67515113
18037,14.5,0.5,7.9,0.7,52.52943048,62.61533567
18039,21.1,5.3,16.2,0.9,75.692014,77.69646834
18041,29.5,2.5,1.3,0.0,31.3713013,26.91695832
18043,16.0,5.1,3.4,1.1,68.6286987,68.46961502
18045,20.5,0.4,2.6,0.5,34.93477569,65.06522431
18047,16.2,0.1,1.2,0.4,27.39420935,27.64874324
18049,23.0,0.7,5.3,0.2,19.28094178,44.4161629
18051,18.1,2.3,1.7,0.4,57.0155902,66.43334394
18053,28.0,7.0,4.4,0.9,63.15622017,40.88450525
18055,23.5,0.3,1.7,0.2,51.384028,61.88355075
18057,7.8,3.9,4.1,6.0,86.15972001,59.97454661
18059,11.7,2.7,2.5,0.9,48.67960547,40.56633789
18061,16.8,0.5,2.0,0.5,60.19726376,60.769965
18063,9.5,7.0,4.1,2.9,70.12408527,52.17944639
18065,23.7,2.5,1.9,0.3,53.67483296,35.98472797
18067,20.2,7.9,3.5,1.3,68.34234808,41.77537385
18069,20.5,0.9,2.5,0.7,37.25739739,33.56665606
18071,23.6,1.4,7.3,2.4,69.74228444,67.64237989
18073,15.6,0.9,6.1,0.2,40.53452116,66.94241171
18075,25.7,0.3,3.2,0.5,32.99395482,37.92554884
18077,22.7,2.1,2.9,0.5,59.14731149,55.64747057
18079,20.0,1.0,2.6,0.1,28.63506204,32.77123767
18081,13.7,2.6,3.7,3.8,81.73719376,52.46579701
18083,25.0,2.9,2.3,0.8,66.17881005,83.61438116
18085,17.3,0.7,8.1,1.5,66.59242762,65.57429208
18087,14.1,0.2,4.1,0.1,52.87941457,55.52020363
18089,24.0,23.4,19.4,1.4,92.77760102,95.8001909
18091,24.0,10.5,6.8,0.7,74.06936048,86.31880369
18093,20.8,0.4,1.7,0.5,52.33853007,66.52879415
18095,25.4,7.9,4.2,0.5,72.12853961,49.63410754
18097,27.5,27.9,10.5,3.5,93.28666879,90.23226217
18099,23.3,0.6,10.2,0.5,42.50715877,56.85650652
18101,19.6,0.8,2.4,0.3,13.80846325,43.07986001
18103,25.4,4.4,3.4,0.6,27.5214763,35.12567611
18105,29.6,3.3,3.5,6.5,68.08781419,53.92936685
18107,20.8,0.8,4.9,0.7,53.35666561,77.34648425
18109,15.3,0.3,1.7,0.8,62.58351893,40.91632199
18111,18.7,1.3,6.8,0.0,16.22653516,54.75660197
18113,16.0,0.6,10.4,0.7,49.15685651,57.11104041
18115,15.3,0.5,1.4,0.5,6.745147948,30.57588291
18117,24.2,2.5,0.7,0.5,45.847916,52.65669742
18119,26.3,0.0,1.3,0.5,45.43429844,29.844098
18121,26.7,1.3,1.6,0.0,33.82118995,67.45147948
18123,18.9,2.7,1.5,0.6,45.49793191,48.93413936
18125,17.6,0.8,1.5,0.6,25.42157175,68.08781419
18127,15.3,3.7,10.2,1.3,80.24180719,86.79605472
18129,14.8,1.6,1.2,0.3,54.50206809,78.17371938
18131,20.6,0.2,3.1,0.5,10.49952275,56.82468979
18133,18.9,2.5,2.0,2.7,37.60738148,76.36016545
18135,21.1,0.4,3.6,0.4,35.73019408,34.33025772
18137,19.2,0.3,1.8,0.9,49.57047407,33.75755647
18139,22.4,1.9,1.7,0.1,21.28539612,30.86223353
18141,23.5,12.6,8.9,2.5,72.89214127,79.19185492
18143,28.5,0.2,2.4,0.3,48.01145402,52.21126312
18145,18.0,1.0,4.5,0.5,53.00668151,37.63919822
18147,18.6,0.6,3.0,0.4,39.61183583,57.58829144
18149,26.9,0.7,4.0,0.3,23.89436844,64.84250716
18151,18.2,0.4,3.7,0.6,29.17594655,46.54788419
18153,27.4,3.7,1.8,0.8,33.91664015,73.75119313
18155,32.7,0.6,2.0,0.7,23.25803373,42.41170856
18157,28.0,5.5,8.5,8.1,78.33280305,94.78205536
18159,17.4,0.1,3.0,0.4,23.3216672,26.31244034
18161,17.1,0.1,2.2,1.8,5.727012409,22.08081451
18163,25.1,9.5,2.8,1.3,90.13681196,94.9093223
18165,25.5,0.7,1.3,0.3,30.73496659,65.22430799
18167,29.4,7.2,2.8,2.0,79.19185492,93.73210309
18169,22.4,1.0,2.7,0.5,45.17976456,33.37575565
18171,15.9,0.6,2.0,0.2,8.781419026,51.67037862
18173,10.9,1.8,1.9,2.8,68.69233217,90.74132994
18175,24.8,0.1,1.3,0.3,51.32039453,57.14285714
18177,26.0,4.7,3.1,1.3,62.01081769,37.4482978
18179,16.9,0.8,3.1,0.4,31.11676742,31.94400255
18181,18.1,0.6,8.6,0.3,26.05790646,66.75151129
18183,16.1,0.4,2.1,0.4,35.34839325,49.98409163
19001,20.2,0.5,2.2,0.6,37.00286351,47.27966911
19003,19.4,0.1,1.5,0.6,17.84918867,50.58860961
19005,19.1,1.2,6.9,0.4,23.79891823,54.62933503
19007,31.7,0.6,2.1,0.3,40.50270442,76.6783328
19009,18.9,0.0,0.8,0.0,29.58956411,38.3391664
19011,14.2,0.3,1.5,0.4,48.29780465,24.56251989
19013,24.4,9.5,4.5,2.7,81.70537703,29.90773147
19015,14.8,1.1,2.7,0.3,46.10244989,25.83518931
19017,12.8,1.0,1.6,1.1,38.3391664,24.43525294
19019,13.7,0.1,1.6,0.3,45.27521476,23.19440025
19021,22.0,2.3,26.0,10.5,50.3977092,45.27521476
19023,19.2,0.8,1.4,0.6,43.33439389,23.60801782
19025,21.0,1.6,2.0,0.4,60.41998091,41.17085587
19027,18.4,0.5,2.6,0.7,62.6471524,56.37925549
19029,22.3,0.6,2.9,0.3,46.45243398,55.48838689
19031,12.8,0.8,2.2,0.6,46.13426662,20.23544384
19033,17.8,1.8,5.0,1.1,65.82882596,57.55647471
19035,20.4,3.0,0.8,1.1,36.93923003,34.71205854
19037,15.7,0.5,2.8,0.1,39.29366847,41.26630608
19039,30.1,0.1,15.2,0.1,34.48934139,74.76932867
19041,17.9,0.1,3.9,0.7,51.25676106,37.19376392
19043,23.4,0.8,2.0,0.4,52.84759784,20.33089405
19045,23.6,2.8,3.2,0.7,70.98313713,64.68342348
19047,26.6,3.0,28.5,2.3,71.42857143,59.68819599
19049,9.8,1.9,6.2,4.6,72.98759147,32.38943684
19051,15.2,0.0,1.5,0.6,41.83900732,73.43302577
19053,26.9,1.2,3.2,0.9,29.52593064,70.21953548
19055,14.6,0.2,1.6,0.5,59.02004454,20.01272669
19057,23.2,6.0,3.4,0.9,69.45593382,91.12313077
19059,15.8,0.2,2.2,1.0,43.84346166,37.54374801
19061,16.9,3.1,2.6,1.2,77.85555202,75.18294623
19063,17.4,2.0,9.7,0.3,28.88959593,29.87591473
19065,23.4,1.5,2.6,0.4,56.06108813,21.60356347
19067,19.6,1.5,3.7,1.5,42.95259306,45.91154948
19069,25.9,1.3,12.9,0.0,42.44352529,22.36716513
19071,19.0,0.8,2.9,0.0,38.18008272,57.84282533
19073,17.8,0.2,3.0,0.5,46.54788419,42.9844098
19075,11.1,0.7,1.3,0.3,35.4756602,22.11263124
19077,16.2,0.2,2.8,0.3,53.03849825,51.41584473
19079,14.1,1.2,6.2,2.7,42.47534203,24.59433662
19081,17.2,1.3,4.7,0.2,38.53006682,29.3986637
19083,19.8,1.3,4.5,0.4,60.92904868,25.32612154
19085,16.8,0.3,1.9,0.3,49.44320713,54.18390073
19087,20.2,2.2,5.0,2.7,33.24848871,21.0944957
19089,15.8,0.4,1.7,0.5,34.07572383,35.95291123
19091,22.6,0.3,4.5,0.8,29.65319758,29.11231308
19093,20.1,1.6,2.8,0.1,25.48520522,37.67101495
19095,13.8,0.3,3.0,0.4,54.27935094,26.05790646
19097,21.2,0.7,1.5,0.4,55.04295259,48.55233853
19099,16.3,1.5,2.4,0.6,56.82468979,28.0623608
19101,24.9,2.3,3.2,11.2,21.31721285,26.85332485
19103,25.1,7.6,5.7,6.2,93.19121858,48.45688832
19105,19.2,2.2,2.1,0.9,55.10658606,20.17181037
19107,22.3,0.4,2.0,0.1,29.71683105,24.307986
19109,19.7,1.1,3.2,0.6,56.34743875,34.17117404
19111,22.0,3.0,3.7,0.6,58.95641107,89.15049316
19113,16.7,5.4,3.4,2.3,91.72764874,51.19312759
19115,16.1,1.1,15.9,3.5,50.27044225,20.26726058
19117,24.4,0.3,2.2,0.0,27.55329303,69.90136812
19119,12.9,0.1,2.8,0.4,34.29844098,32.19853643
19121,10.1,0.5,2.2,1.0,24.53070315,26.02608972
19123,23.1,1.5,2.3,1.3,42.92077633,27.23512568
19125,13.8,1.1,2.0,1.0,43.68437798,27.74419345
19127,20.0,0.9,22.7,3.7,68.85141584,29.08049634
19129,13.2,0.5,3.3,0.4,38.75278396,69.74228444
19131,17.0,0.4,1.5,0.4,38.43461661,37.73464843
19133,20.6,0.3,2.2,0.0,30.57588291,40.72542157
19135,20.3,0.0,2.3,0.3,21.63538021,67.48329621
19137,23.7,0.1,4.0,0.1,40.37543748,66.01972638
19139,19.3,2.3,18.1,0.8,54.91568565,22.39898186
19141,21.2,1.5,5.2,0.8,67.41966274,37.7982819
19143,16.8,0.9,8.3,0.4,52.2748966,26.66242444
19145,20.8,2.2,3.6,1.1,44.19344575,72.41489023
19147,13.1,1.4,3.0,0.1,46.70696787,27.96691059
19149,13.6,1.4,5.4,0.7,40.08908686,44.22526249
19151,21.1,0.4,4.1,0.8,36.81196309,29.14412981
19153,17.5,6.8,8.5,4.8,91.53674833,60.83359847
19155,20.0,1.6,8.0,0.8,83.58256443,86.09608654
19157,17.6,1.3,3.3,2.3,49.41139039,26.08972319
19159,22.0,0.1,2.6,0.8,20.07636017,56.22017181
19161,20.8,0.7,3.5,0.4,55.39293668,42.66624244
19163,18.7,7.3,7.0,2.8,82.05536112,91.18676424
19165,15.5,1.0,3.1,0.3,42.31625835,50.30225899
19167,11.6,0.4,10.9,0.6,66.56061088,45.59338212
19169,26.8,2.2,3.6,8.0,76.01018136,28.38052816
19171,20.8,0.6,10.6,0.3,52.72033089,25.51702195
19173,13.4,0.0,8.0,0.1,28.22144448,58.86096087
19175,21.1,0.2,3.1,1.7,36.0165447,71.81037226
19177,25.7,0.3,1.6,0.5,27.26694241,67.38784601
19179,29.1,3.5,11.0,1.4,63.21985364,91.37766465
19181,11.0,0.6,3.0,0.7,47.91600382,28.15781101
19183,15.6,0.7,6.5,0.4,61.43811645,29.20776328
19185,25.2,0.2,1.6,0.1,25.2943048,65.38339166
19187,24.6,4.3,5.4,1.4,75.18294623,61.62901686
19189,16.3,1.4,5.0,1.3,31.97581928,28.69869551
19191,14.6,0.9,2.3,0.9,45.14794782,47.08876869
19193,21.9,3.4,17.1,2.6,83.45529749,86.19153675
19195,13.2,0.8,3.0,0.4,24.78523703,30.25771556
19197,26.7,0.2,12.5,0.1,43.14349348,23.79891823
20001,26.6,0.6,3.7,1.0,26.12153993,69.32866688
20003,23.8,0.6,2.2,0.0,21.4444798,55.5838371
20005,21.2,3.0,3.1,0.4,23.95800191,69.99681833
20007,29.7,0.5,5.6,0.6,31.7212854,26.69424117
20009,26.8,1.0,15.1,0.2,78.87368756,81.83264397
20011,28.9,2.9,2.8,0.3,31.2758511,69.20139994
20013,25.5,0.7,5.0,0.2,33.18485523,73.05122494
20015,17.4,2.3,5.0,1.2,80.20999045,92.68215081
20017,19.4,1.3,5.1,0.0,25.13522113,54.43843462
20019,33.5,1.2,4.1,0.3,31.84855234,61.50174992
20021,27.4,0.3,2.8,0.2,64.46070633,89.05504295
20023,23.9,0.0,6.9,0.0,11.86764238,0.0
20025,19.9,0.6,3.6,1.8,11.6131085,20.39452752
20027,17.6,1.0,2.7,0.6,21.12631244,32.80305441
20029,27.1,1.5,3.4,0.1,13.87209672,33.21667197
20031,20.4,0.9,2.9,0.6,18.45370665,57.9064588
20033,14.8,0.0,4.7,0.0,12.24944321,22.4307986
