FIPS,EP_POV150,EP_AFAM,EP_HISP,EP_ASIAN,RISK_SCORE,HWAV_RISKS
20035,23.6,2.4,11.1,1.9,74.54661152,90.99586382
20037,32.0,2.1,5.9,1.9,74.73751193,94.3684378
20039,23.9,0.4,3.3,0.4,39.96181992,24.11708559
20041,18.9,1.2,4.9,0.8,47.43875278,82.34171174
20043,25.1,4.9,2.8,0.1,40.72542157,74.45116131
20045,24.6,4.0,6.4,5.2,79.63728921,80.94177537
20047,22.6,0.4,20.7,0.9,16.00381801,21.15812918
20049,30.3,0.1,4.5,0.4,13.99936367,52.08399618
20051,22.4,0.9,6.0,1.7,42.18899141,49.88864143
20053,17.0,2.9,6.4,1.1,40.02545339,59.27457843
20055,23.9,3.1,50.1,3.8,72.28762329,0.0
20057,25.8,1.9,55.2,1.3,65.9560929,0.0
20059,19.3,0.6,4.4,0.4,52.97486478,76.2328985
20061,27.2,17.3,16.7,2.7,65.35157493,91.34584792
20063,19.1,0.3,2.2,0.4,28.98504613,0.0
20065,30.9,5.1,3.3,0.4,10.53133948,26.43970729
20067,21.0,0.0,48.1,1.1,41.71174038,0.0
20069,10.3,0.0,16.1,0.4,38.7846007,0.0
20071,22.7,0.0,23.3,0.0,30.95768374,0.0
20073,25.2,0.2,4.0,0.4,18.58097359,54.05663379
20075,19.6,2.0,37.0,0.0,12.98122813,0.0
20077,26.8,0.2,6.2,0.5,37.32103086,60.41998091
20079,19.8,1.4,12.2,0.7,70.37861915,93.00031817
20081,22.6,0.0,31.0,0.1,35.09385937,0.0
20083,14.7,0.1,9.3,0.0,20.20362711,0.0
20085,18.7,0.1,5.0,0.3,22.17626472,62.2017181
20087,12.4,0.7,2.9,0.0,35.44384346,66.46516067
20089,30.2,0.4,2.4,0.2,42.85714286,22.30353166
20091,8.7,4.6,7.8,5.2,94.27298759,98.91823099
20093,25.5,1.3,31.7,0.2,27.96691059,0.0
20095,12.5,0.6,3.7,0.2,35.79382755,61.43811645
20097,19.8,0.8,6.0,1.0,22.90804963,22.81259943
20099,27.6,4.5,4.7,0.1,61.94718422,89.65956093
20101,21.3,0.0,10.4,1.6,18.26280624,0.0
20103,13.0,8.1,7.1,1.5,74.19662743,93.06395164
20105,22.0,0.3,2.2,0.0,11.77219217,45.97518295
20107,26.0,0.3,2.9,1.8,26.37607381,65.82882596
20109,22.5,0.1,6.1,0.0,13.33121222,0.0
20111,26.4,2.1,21.5,2.0,49.98409163,79.35093859
20113,17.3,1.5,4.3,0.7,66.46516067,87.59147311
20115,18.7,1.0,3.8,0.4,53.54756602,76.61469933
20117,17.8,0.4,2.6,0.4,19.18549157,37.86191537
20119,20.1,0.9,22.0,0.9,37.4482978,0.0
20121,12.0,1.1,3.3,0.6,54.43843462,82.85077951
20123,20.8,0.6,2.5,0.3,39.03913458,25.42157175
20125,30.4,5.3,6.9,0.6,74.76932867,79.06458797
20127,18.4,0.1,5.4,0.6,18.80369074,64.93795737
20129,24.5,0.1,23.7,2.1,12.72669424,0.0
20131,15.3,0.6,2.2,0.2,31.02131721,72.63760738
20133,26.3,1.3,5.9,0.1,55.71110404,86.57333758
20135,22.0,0.4,10.9,0.2,21.60356347,0.0
20137,16.4,3.3,5.3,0.6,40.15272033,34.0439071
20139,20.5,0.6,3.4,0.2,35.95291123,68.43779828
20141,24.0,0.9,2.3,0.1,23.51256761,23.00349984
20143,20.1,0.7,2.9,0.5,24.97613745,61.34266624
20145,22.3,5.4,7.7,0.2,45.62519885,29.30321349
20147,20.8,0.6,3.5,0.9,47.94782055,46.38880051
20149,13.9,1.7,5.2,0.7,38.08463252,53.67483296
20151,20.7,1.9,7.1,0.2,39.32548521,30.03499841
20153,26.5,0.6,7.5,0.1,18.6764238,0.0
20155,23.3,2.3,9.7,0.5,84.91886732,91.47311486
20157,21.5,1.0,2.1,0.3,12.37671015,26.1851734
20159,21.8,1.9,11.5,0.7,42.79350939,61.91536748
20161,32.3,6.2,8.4,4.9,75.72383073,69.10594973
20163,17.3,1.8,2.6,0.2,37.06649698,45.52974865
20165,18.8,0.3,3.0,0.8,23.60801782,23.63983455
20167,22.0,1.8,3.7,0.0,23.28985046,60.19726376
20169,22.0,2.7,11.6,2.0,77.88736876,94.17753738
20171,25.0,0.0,18.5,1.6,33.05758829,0.0
20173,22.1,8.2,14.9,4.2,94.87750557,96.15017499
20175,26.6,3.9,62.1,2.6,61.72446707,0.0
20177,19.3,8.0,12.6,1.3,80.36907413,81.80082724
20179,16.2,0.8,5.5,0.0,34.39389119,22.74896596
20181,13.2,0.4,12.2,1.3,28.76232899,0.0
20183,19.0,0.3,2.5,0.8,39.54820235,23.70346802
20185,24.5,0.1,13.3,0.1,19.40820872,23.95800191
20187,26.5,0.0,36.5,0.0,15.20839962,0.0
20189,24.8,0.6,36.8,0.0,31.68946866,0.0
20191,22.5,0.7,5.6,0.5,64.61979001,78.23735285
20193,17.8,2.2,7.0,0.5,22.08081451,0.0
20195,16.8,0.1,2.4,0.0,7.540566338,0.0
20197,11.6,0.6,4.1,0.6,17.59465479,51.384028
20199,23.8,0.3,5.9,0.6,17.75373847,0.0
20201,17.7,0.1,3.9,0.2,29.97136494,28.57142857
20203,16.1,1.0,29.3,1.1,47.02513522,0.0
20205,24.8,0.7,3.4,0.0,41.01177219,77.1237671
20207,25.4,0.2,0.4,0.0,4.836143812,42.69805918
20209,31.4,21.0,29.2,4.8,87.17785555,88.64142539
21001,32.3,2.8,2.1,0.4,36.08017817,58.32007636
21003,28.9,0.6,2.1,0.1,45.37066497,67.57874642
21005,23.1,3.0,1.9,0.3,33.47120585,39.42093541
21007,30.4,4.9,1.4,0.3,44.60706332,52.05217945
21009,35.7,3.4,3.3,0.4,66.43334394,79.09640471
21011,34.7,1.3,1.7,0.4,16.83105313,54.97931912
21013,45.7,2.5,1.2,0.0,54.97931912,62.74260261
21015,12.4,3.3,4.3,2.4,75.15112949,45.08431435
21017,28.8,6.5,6.9,0.2,32.83487114,36.17562838
21019,27.1,2.0,1.9,0.3,42.0935412,66.65606109
21021,25.6,8.0,3.3,0.8,45.3070315,45.72064906
21023,29.6,1.0,0.6,1.0,9.290486796,37.70283169
21025,45.0,1.4,1.2,0.3,29.87591473,46.00699968
21027,30.6,1.7,1.6,0.3,51.73401209,51.44766147
21029,17.2,1.0,2.2,0.7,75.05567929,69.42411709
21031,28.6,0.4,3.4,0.3,24.307986,65.16067451
21033,27.4,7.3,1.7,0.0,53.73846643,67.7378301
21035,30.4,3.5,2.8,1.2,76.04199809,70.12408527
21037,18.3,3.0,2.1,1.0,58.79732739,41.29812281
21039,34.3,1.3,2.4,0.8,32.58033726,58.98822781
21041,32.7,2.9,6.7,0.5,28.47597836,42.79350939
21043,36.3,0.4,1.1,0.0,49.9522749,56.5701559
21045,44.3,0.8,2.9,0.2,28.25326122,36.30289532
21047,34.5,20.6,8.1,1.7,84.31434935,90.45497932
21049,24.1,4.4,3.1,0.6,48.36143812,66.24244353
21051,48.5,4.7,1.3,0.0,35.25294305,60.3245307
21053,41.5,0.3,2.9,0.1,15.4629335,48.48870506
21055,27.8,0.6,1.4,0.2,41.36175628,66.21062679
21057,35.6,2.4,1.4,0.7,7.89055043,41.07540566
21059,25.9,4.6,3.3,1.8,83.23258034,90.1686287
21061,30.1,1.7,1.4,0.1,20.77632835,64.01527203
21063,39.2,3.5,0.9,0.0,8.46325167,38.94368438
21065,39.6,0.1,1.2,0.1,25.38975501,58.95641107
21067,23.9,14.5,7.2,4.0,88.2914413,80.75087496
21069,32.0,2.2,0.8,0.6,31.40311804,59.75182946
21071,39.9,1.0,0.9,0.3,71.96945593,61.53356666
21073,20.2,9.7,3.6,1.9,62.80623608,53.13394846
21075,41.1,22.8,1.7,0.1,58.32007636,65.70155902
21077,25.7,2.0,5.2,0.1,14.89023226,38.68915049
21079,23.7,2.1,2.2,0.1,19.72637607,33.94845689
21081,23.1,0.6,2.9,0.2,30.28953229,38.21189946
21083,31.8,3.6,6.9,0.5,83.77346484,88.2914413
21085,36.1,0.7,1.4,0.7,34.96659243,55.20203627
21087,38.0,1.8,1.7,0.0,19.02640789,53.19758193
21089,24.3,0.9,1.1,0.5,30.48043271,59.59274578
21091,23.9,0.7,0.5,0.6,35.98472797,36.58924594
21093,20.7,11.5,5.8,1.9,72.16035635,75.97836462
21095,48.7,2.0,1.0,0.3,43.90709513,62.32898505
21097,27.8,2.2,2.4,0.0,35.60292714,36.08017817
21099,36.2,4.6,1.9,0.5,41.04358893,70.91950366
21101,25.6,7.4,2.6,0.3,74.13299395,74.92841234
21103,27.8,2.7,3.4,0.6,24.84887051,42.92077633
21105,33.0,8.8,2.1,0.2,42.28444162,60.73814827
21107,29.8,6.6,2.2,0.7,75.40566338,83.93254852
21109,41.0,0.3,0.2,0.0,22.58988228,59.62456252
21111,22.1,21.6,5.7,2.9,95.95927458,94.20935412
21113,19.6,4.4,3.6,1.6,53.7066497,50.87496023
21115,38.2,0.4,0.7,1.3,46.89786828,53.48393255
21117,18.4,4.5,3.4,1.2,73.8148266,44.03436207
21119,47.1,0.8,1.0,0.3,20.93541203,51.12949411
21121,46.7,0.8,1.3,0.3,42.25262488,63.88800509
21123,25.3,3.3,3.3,0.4,15.17658288,40.1209036
21125,33.9,0.6,1.5,0.2,69.90136812,82.6598791
21127,36.6,0.3,1.3,1.0,22.30353166,47.43875278
21129,50.4,0.8,0.5,0.2,14.12663061,39.32548521
21131,42.5,0.2,0.1,0.3,12.47216036,44.35252943
21133,42.2,0.4,0.9,0.3,29.844098,57.52465797
21135,48.2,0.4,0.1,0.1,34.80750875,38.97550111
21137,32.8,2.5,1.7,0.2,22.39898186,40.97995546
21139,22.8,0.8,2.1,0.3,34.55297486,65.09704104
21141,27.9,6.6,2.9,0.3,55.42475342,77.5692014
21143,20.7,5.6,2.4,0.8,32.03945275,58.51097677
21145,27.4,10.2,2.6,0.9,89.7231944,94.97295577
21147,51.0,6.1,2.5,0.9,19.82182628,60.38816417
21149,21.3,1.3,1.5,0.2,44.35252943,64.49252307
21151,26.2,4.3,2.5,1.0,67.57874642,61.02449889
21153,46.2,0.0,1.1,0.4,40.78905504,43.8752784
21155,31.6,7.3,2.7,0.3,33.34393891,39.93000318
21157,20.0,0.6,1.7,0.2,71.58765511,71.39675469
21159,30.8,4.6,2.4,0.1,33.63028953,43.01622654
21161,28.3,6.3,2.1,1.0,27.45784283,39.89818645
21163,19.9,3.5,3.8,0.7,44.28889596,54.37480115
21165,34.1,0.1,2.8,0.0,9.958638244,40.34362074
21167,21.7,3.4,3.1,0.8,35.50747693,39.86636971
21169,35.7,2.2,1.4,0.2,20.52179446,50.65224308
21171,36.1,2.3,3.1,0.3,22.33534839,52.56124722
21173,28.9,2.9,2.9,0.2,38.11644925,68.31053134
21175,34.7,3.7,1.7,0.6,22.62169901,44.79796373
21177,27.6,3.5,1.6,1.5,50.74769329,85.49156857
21179,15.0,5.1,2.2,0.6,54.152084,58.54279351
21181,34.2,0.8,1.5,0.0,16.67196946,41.80719058
21183,29.1,1.2,3.4,0.2,52.46579701,54.34298441
21185,8.4,3.8,4.0,1.6,60.10181355,61.75628381
21187,25.5,1.4,0.7,0.0,20.42634426,39.03913458
21189,39.9,4.3,0.0,0.1,8.272351257,34.01209036
21191,24.0,0.7,1.4,0.7,53.07031499,39.230035
21193,33.7,2.0,1.1,1.0,31.59401845,60.48361438
21195,37.6,0.8,1.0,0.5,69.20139994,72.923958
21197,31.2,0.1,1.9,0.4,31.46675151,56.76105632
21199,33.5,0.9,2.6,0.8,69.29685014,82.72351257
21201,32.3,1.0,1.8,0.0,2.258988228,38.56188355
21203,34.8,0.1,1.0,0.1,17.690105,63.41075406
21205,38.9,2.1,1.8,0.8,31.43493478,63.18803691
21207,32.1,0.5,3.8,0.7,28.92141266,59.49729558
21209,15.6,4.5,4.4,1.1,54.88386892,50.71587655
21211,18.6,6.1,9.6,1.0,63.47438753,59.94272988
21213,19.1,9.0,2.5,0.8,37.7982819,71.20585428
21215,15.8,1.5,2.5,0.6,29.27139675,42.22080815
21217,25.6,4.5,2.5,1.0,39.89818645,41.67992364
21219,28.0,8.2,4.4,0.1,54.94750239,74.38752784
21221,23.8,6.9,2.3,0.5,51.00222717,73.62392619
21223,24.6,0.3,3.3,0.0,27.90327712,35.66656061
21225,26.6,15.1,1.2,0.5,51.8294623,71.61947184
21227,27.3,8.7,5.4,4.3,83.00986319,94.55933821
21229,21.7,7.4,1.5,0.8,24.27616927,31.8167356
21231,36.5,1.8,3.4,0.1,16.25835189,64.23798918
21233,31.6,3.9,5.6,0.1,50.87496023,73.49665924
21235,34.8,0.9,1.4,0.5,55.90200445,69.86955138
21237,57.1,0.0,0.0,0.1,10.30862234,36.93923003
21239,17.2,3.9,6.6,0.4,37.13013045,40.40725422
22001,34.4,15.9,2.7,0.1,90.51861279,57.30194082
22003,25.6,17.9,6.7,0.6,64.04708877,58.79732739
22005,15.3,22.3,5.8,1.2,96.27744193,77.18740057
22007,32.7,29.9,3.2,0.1,86.35062043,52.40216354
22009,39.2,27.2,2.0,0.6,79.54183901,74.41934458
22011,25.9,12.3,3.7,0.6,71.84218899,48.0750875
22013,45.7,42.5,1.9,0.1,33.56665606,76.77378301
22015,26.2,23.1,6.7,1.9,89.91409481,99.07731467
22017,34.4,49.0,2.9,1.3,89.59592746,99.42729876
22019,26.0,25.1,3.8,1.5,96.91377665,82.7553293
22021,34.9,18.2,1.1,0.1,24.94432071,74.13299395
22023,26.8,1.5,4.6,0.4,55.80655425,26.53515749
22025,33.1,30.2,3.7,0.2,31.78491887,64.81069042
22027,50.4,52.2,1.5,0.1,35.38020999,78.26916958
22029,47.2,40.4,2.1,0.2,51.86127903,56.34743875
22031,32.1,35.4,2.9,0.1,51.47947821,85.14158447
22033,25.6,45.5,4.3,3.2,98.88641425,94.49570474
22035,63.6,70.8,0.7,0.0,38.27553293,67.32421254
22037,20.6,42.9,1.7,0.4,62.07445116,53.16576519
22039,44.8,26.0,3.8,0.5,80.65542475,70.44225262
22041,41.3,33.4,0.6,0.0,67.03786192,83.70983137
22043,27.8,16.1,5.2,0.2,33.693923,81.67356029
22045,32.7,31.5,4.3,2.5,93.57301941,27.68055997
22047,27.5,48.3,2.7,0.1,82.72351257,58.4473433
22049,31.3,29.0,1.8,0.6,28.34871142,78.87368756
22051,23.9,26.6,14.6,4.2,98.15462934,90.42316258
22053,27.6,16.3,2.5,0.2,88.45052498,47.21603563
22055,25.5,25.7,4.6,1.8,97.96372892,83.26439707
22057,27.1,13.4,4.4,0.5,94.40025453,53.57938276
22059,27.2,10.3,2.9,1.5,17.94463888,76.42379892
22061,40.7,40.1,3.1,1.6,68.66051543,92.87305122
22063,18.7,6.0,4.0,0.8,96.85014318,81.89627744
22065,48.4,63.7,2.2,0.0,51.41584473,76.26471524
22067,41.4,49.2,0.5,0.5,55.55202036,83.99618199
22069,41.7,41.8,2.4,0.2,61.50174992,90.39134585
22071,34.0,58.6,5.5,2.9,96.97741012,97.20012727
22073,34.7,37.5,2.2,1.0,85.61883551,97.55011136
22075,25.4,18.7,7.6,4.1,82.69169583,88.22780783
22077,30.6,34.6,2.8,0.3,69.32866688,51.63856188
22079,28.6,31.5,3.3,1.2,83.39166402,86.63697105
22081,35.7,40.5,0.4,0.0,27.99872733,64.61979001
22083,41.3,35.4,2.3,0.3,67.61056316,85.20521794
22085,32.8,15.7,4.0,0.4,62.71078587,77.37830099
22087,33.9,23.1,10.1,2.6,86.60515431,92.23671651
22089,17.8,26.3,6.2,0.8,90.32771238,66.91059497
22091,34.0,52.2,1.9,0.3,48.26598791,46.22971683
22093,27.0,49.4,1.8,0.2,76.86923322,51.28857779
22095,24.3,56.8,6.4,1.1,86.57333758,64.39707286
22097,37.7,41.8,2.3,0.0,91.69583201,84.05981546
22099,27.4,29.0,3.1,1.0,91.31403118,34.90295896
22101,31.6,31.0,7.0,1.5,94.71842189,21.82628062
22103,18.3,11.6,5.8,1.4,97.80464524,91.25039771
22105,30.8,29.7,4.4,0.7,96.15017499,83.83709831
22107,50.1,55.3,2.3,0.1,30.86223353,58.63824372
22109,28.5,19.4,5.1,1.0,96.37289214,85.61883551
22111,34.4,24.6,4.8,0.0,45.46611518,85.10976774
22113,27.3,14.2,3.6,1.9,89.85046134,56.18835507
22115,27.1,14.1,9.5,2.0,73.30575883,64.20617245
22117,37.5,30.2,2.4,0.1,89.37321031,66.4015272
22119,46.8,34.2,2.0,0.2,53.64301623,88.86414254
22121,22.4,39.9,3.2,0.0,62.23353484,54.59751829
22123,31.0,15.6,4.0,0.0,32.13490296,69.29685014
22125,16.8,44.3,1.2,0.7,38.81641744,45.3070315
22127,29.2,31.8,2.0,0.0,22.14444798,76.29653198
23001,21.7,2.2,1.9,0.9,67.26057906,29.55774738
23003,26.7,0.9,1.3,0.4,60.54724785,0.0
23005,13.6,3.1,2.1,2.2,85.10976774,48.71142221
23007,23.9,0.3,1.3,0.5,38.72096723,0.0
23009,17.6,0.8,1.5,1.2,69.13776647,0.0
23011,21.3,0.7,1.6,1.0,77.53738466,32.93032135
23013,17.4,0.4,1.5,0.5,50.4931594,0.0
23015,18.9,0.5,1.3,0.9,50.77951002,18.13553929
23017,24.7,0.3,1.4,0.5,60.00636335,19.24912504
23019,23.0,0.8,1.4,0.8,73.3693923,0.0
23021,28.8,0.7,1.9,0.8,17.62647152,0.0
23023,15.4,0.7,1.8,0.8,30.25771556,22.78078269
23025,31.9,0.6,1.1,0.6,67.67419663,0.0
23027,20.7,0.4,1.6,0.4,52.62488069,0.0
23029,29.0,0.4,2.5,0.4,57.68374165,0.0
23031,13.4,0.8,1.8,1.1,83.61438116,49.37957366
24001,26.4,8.2,1.9,0.9,42.37989182,73.65574292
24003,9.8,16.4,8.0,3.8,92.01399936,96.50015908
24005,15.0,28.9,5.6,6.0,95.19567292,99.5545657
24009,8.0,12.2,4.1,1.8,66.91059497,73.08304168
24011,23.6,13.2,7.5,0.5,76.32834871,74.32389437
24013,8.3,3.5,3.7,2.0,62.96531976,88.76869233
24015,16.4,6.4,4.6,1.5,78.30098632,92.84123449
24017,10.9,46.9,6.1,3.1,73.21030862,79.76455616
24019,25.6,25.4,5.8,1.2,75.46929685,49.28412345
24021,10.4,9.5,10.0,4.4,79.31912186,93.35030226
24023,19.8,1.2,1.2,0.4,9.195036589,0.0
24025,11.7,13.6,4.7,2.6,82.62806236,93.82755329
24027,8.7,18.8,7.0,18.4,80.40089087,93.38211899
24029,19.2,13.9,4.5,1.1,66.36971047,64.14253898
24031,11.7,18.0,19.5,14.9,93.89118676,97.51829462
24033,14.2,61.2,18.8,4.2,94.62297168,98.85459752
24035,10.3,5.8,4.1,1.1,73.17849189,71.42857143
24037,13.1,14.3,5.3,2.6,81.95991091,79.25548839
24039,31.3,40.6,3.7,0.8,77.09195037,43.27076042
24041,14.6,10.6,6.9,1.3,76.16926503,66.62424435
24043,19.1,10.7,5.4,1.7,69.6150175,89.34139357
24045,24.6,25.9,5.4,3.0,87.01877187,67.03786192
24047,16.9,12.5,3.6,1.2,86.70060452,57.77919185
24510,29.5,61.6,5.4,2.5,93.66846962,98.88641425
25001,12.0,2.8,3.2,1.4,86.31880369,38.53006682
25003,17.4,2.5,5.0,1.7,59.49729558,20.87177856
25005,17.8,3.9,8.4,2.3,89.53229399,53.54756602
25007,12.7,4.1,3.5,0.6,43.65256125,0.0
25009,16.8,3.2,21.4,3.4,93.95482024,92.77760102
25011,18.3,1.0,4.2,1.5,52.59306395,23.92618517
25013,24.8,7.7,25.7,2.4,84.02799873,53.73846643
25015,16.5,2.4,5.8,5.1,63.37893732,29.4941139
25017,11.4,4.9,8.1,12.4,96.11835826,88.48234171
25019,11.9,7.2,14.1,1.4,84.6325167,0.0
25021,9.6,6.8,4.7,11.3,92.90486796,55.83837098
25023,11.2,9.1,4.0,1.5,90.99586382,49.6022908
25025,24.9,19.5,22.9,8.8,92.71396755,96.11835826
25027,15.5,4.5,11.8,5.0,92.68215081,53.64301623
26001,25.0,0.4,1.6,0.3,2.927139675,29.43048043
26003,21.0,6.9,1.7,0.8,0.922685332,0.0
26005,16.9,1.2,7.5,0.7,50.55679287,67.13331212
26007,26.9,0.6,1.4,0.5,5.981546293,44.54342984
26009,18.8,0.4,2.3,0.4,5.599745466,39.13458479
26011,24.9,0.4,2.0,0.2,7.445116131,25.35793828
26013,25.9,8.7,1.7,0.5,1.940820872,0.0
26015,14.0,0.4,3.1,0.6,39.70728603,55.07476933
26017,24.0,1.5,5.5,0.6,70.88768692,66.05154311
26019,18.0,0.3,2.5,0.4,2.545338848,35.18930958
26021,25.9,14.1,5.6,1.6,66.8469615,71.84218899
26023,26.2,2.1,5.0,0.5,43.74801145,56.0292714
26025,25.3,10.3,5.4,2.4,72.57397391,70.18771874
26027,18.6,5.0,4.0,0.8,35.82564429,54.82023544
26029,17.2,0.5,2.1,0.4,3.022589882,41.23448934
26031,24.3,0.6,1.5,0.4,6.776964683,42.63442571
26033,27.1,5.4,1.9,0.9,5.949729558,0.0
26035,33.3,0.6,2.1,0.1,30.44861597,38.59370029
26037,14.4,1.8,4.6,1.3,64.55615654,72.28762329
26039,27.2,0.3,2.1,0.8,11.1676742,33.63028953
26041,23.7,0.3,1.4,0.5,7.826916958,0.0
26043,19.2,0.6,1.6,0.6,8.526885142,0.0
26045,14.6,6.8,5.5,2.4,63.95163856,64.4288896
26047,18.2,0.7,1.8,0.5,6.0769965,46.51606745
26049,27.7,19.5,3.6,1.0,89.2777601,93.09576837
26051,29.0,0.4,1.8,0.5,15.14476615,30.32134903
26053,28.3,3.1,1.6,0.5,5.440661788,0.0
26055,17.0,0.8,2.9,0.6,39.38911868,62.90168629
26057,25.6,5.7,6.3,0.4,47.59783646,61.11994909
26059,25.9,0.6,2.4,0.4,48.99777283,55.29748648
26061,30.5,0.9,1.7,2.9,4.677060134,0.0
26063,23.3,0.4,2.5,0.6,27.6169265,50.68405982
26065,26.6,11.3,8.0,6.6,82.94622972,80.7826917
26067,18.9,4.5,4.9,0.5,57.71555838,73.33757556
26069,28.2,0.7,2.5,0.7,14.0311804,43.30257716
26071,26.0,1.0,2.2,0.5,4.422526249,0.0
26073,35.3,2.3,4.0,1.6,58.3518931,57.97009227
26075,21.4,7.8,3.6,0.9,73.94209354,71.52402164
26077,22.6,10.6,5.1,2.4,80.55997455,78.33280305
26079,26.8,0.9,2.1,0.5,8.749602291,38.27553293
26081,19.2,9.0,10.7,3.1,88.67324213,93.66846962
26083,15.2,0.7,1.4,0.0,0.095450207,0.0
26085,36.4,7.8,2.6,0.2,3.563474388,27.6169265
26087,18.1,1.2,4.8,0.5,66.71969456,70.56951957
26089,12.9,0.3,4.2,0.5,3.881641744,37.48011454
26091,20.4,2.2,8.3,0.3,64.74705695,69.36048361
26093,9.4,0.6,2.5,1.0,78.42825326,75.37384664
26095,25.3,7.7,2.5,0.5,0.477251034,0.0
26097,26.1,3.3,1.9,0.7,1.336302895,0.0
26099,17.2,11.8,2.7,4.2,94.75023863,96.43652561
26101,20.3,2.7,3.4,0.3,3.468024181,28.41234489
26103,23.2,1.5,1.6,0.8,38.02099905,0.0
26105,25.1,1.0,4.6,0.6,9.163219854,47.78873688
26107,29.4,3.0,2.4,0.9,33.40757238,49.44320713
26109,20.9,0.6,1.9,0.4,7.636016545,17.59465479
26111,18.0,1.4,2.9,2.2,64.90614063,66.78332803
26113,23.6,0.5,3.1,0.2,10.18135539,36.74832962
26115,17.5,2.4,3.7,0.5,72.73305759,71.01495387
26117,22.3,2.1,3.6,0.3,63.34712059,67.80146357
26119,26.4,0.3,1.4,0.1,4.040725422,28.73051225
26121,24.6,13.2,5.8,0.6,60.51543112,81.7690105
26123,25.8,1.0,5.9,0.4,28.5077951,54.88386892
26125,12.7,13.2,4.3,7.7,96.08654152,98.79096405
26127,27.2,1.0,15.0,0.1,13.5857461,45.78428253
26129,29.1,0.4,2.2,0.7,19.24912504,40.6617881
26131,26.9,0.4,1.6,0.5,0.731784919,0.0
26133,27.0,1.2,2.0,0.4,16.41743557,34.61660834
26135,24.7,0.6,1.7,0.1,9.131403118,29.23958002
26137,24.1,0.6,1.8,0.6,18.42188991,43.36621063
26139,14.1,1.4,10.0,2.5,78.26916958,91.21858097
26141,24.3,0.4,1.5,0.6,2.831689469,33.24848871
26143,26.9,0.3,2.0,0.3,20.90359529,42.0935412
26145,26.6,18.4,8.7,1.2,79.03277124,86.98695514
26147,21.0,2.3,3.5,0.5,71.14222081,81.51447661
26149,24.7,1.9,8.1,0.5,48.80687241,59.40184537
26151,24.9,0.5,3.8,0.3,40.24817054,57.87464206
26153,26.5,0.5,1.2,0.4,0.636334712,0.0
26155,19.6,0.8,2.9,0.3,67.70601336,73.27394209
26157,23.6,1.0,3.5,0.4,50.17499205,60.06999682
26159,25.9,3.6,11.6,0.7,52.56124722,62.39261852
26161,19.2,11.7,4.9,9.1,84.82341712,87.71874006
26163,31.0,38.1,6.1,3.4,96.6910595,99.39548202
26165,24.4,0.7,2.1,0.4,9.322303532,33.02577156
27001,22.8,0.4,1.4,0.3,10.69042316,40.94813872
27003,10.9,6.7,4.7,4.5,89.97772829,87.17785555
27005,20.2,0.4,2.2,0.6,33.50302259,58.57461024
27007,28.8,0.9,2.4,0.6,36.30289532,18.10372256
27009,16.6,4.6,2.7,0.9,55.29748648,73.97391028
27011,21.7,0.1,2.1,0.0,7.158765511,33.693923
27013,25.4,4.1,3.8,2.3,68.05599745,65.28794146
27015,14.5,0.7,4.5,0.7,56.0292714,49.85682469
27017,18.0,2.5,1.8,0.6,28.66687878,50.62042634
27019,6.0,1.8,4.3,3.1,74.64206172,92.71396755
27021,24.2,0.4,2.3,0.5,22.78078269,56.92013999
27023,21.2,1.0,7.6,1.2,27.48965956,62.83805282
27025,10.9,1.2,2.3,1.1,62.39261852,72.4785237
27027,19.8,3.9,4.6,1.4,58.67006045,69.55138403
27029,23.9,0.2,2.3,0.6,11.10404073,23.8625517
27031,18.1,0.0,2.4,1.0,1.813553929,0.0
27033,23.6,0.2,8.0,4.5,44.92523067,37.41648107
27035,18.2,0.8,1.5,0.4,41.1072224,68.88323258
27037,10.9,6.3,7.3,4.9,92.61851734,96.94559338
27039,9.8,0.1,5.0,0.9,30.19408209,48.26598791
27041,14.4,0.2,1.7,0.2,31.91218581,67.83328031
27043,19.0,0.3,7.1,0.4,40.40725422,43.90709513
27045,17.0,0.5,1.7,0.5,45.65701559,51.9249125
27047,21.5,1.1,10.1,2.6,60.70633153,64.04708877
27049,13.4,1.2,3.5,0.8,61.37448298,68.11963093
27051,20.0,0.3,2.4,0.0,7.986000636,34.80750875
27053,16.0,13.0,6.9,7.1,95.57747375,96.97741012
27055,13.8,1.0,1.2,0.5,34.36207445,47.97963729
27057,19.4,0.5,2.3,0.5,17.2446707,49.0614063
27059,14.4,0.5,2.2,1.6,44.09799555,68.2787146
27061,20.1,0.5,1.6,0.3,16.76741966,47.47056952
27063,15.8,0.3,3.8,2.2,32.64397073,31.97581928
27065,20.2,0.2,1.7,0.7,19.44002545,55.32930321
27067,21.2,5.2,12.5,0.8,55.32930321,79.60547248
27069,18.8,0.7,1.9,0.9,21.0944957,20.48997773
27071,20.6,0.6,1.3,0.4,0.668151448,0.0
27073,15.4,0.5,2.4,0.9,14.79478206,49.79319122
27075,14.8,0.6,1.5,0.1,2.004454343,0.0
27077,18.9,0.1,0.1,0.1,2.418071906,0.0
27079,13.0,0.7,6.3,0.3,32.51670379,47.40693605
27081,20.7,0.2,2.1,0.5,12.31307668,25.58065542
27083,21.1,2.9,7.1,4.7,41.67992364,41.04358893
27085,15.1,0.6,6.5,0.6,46.67515113,78.65097041
27087,37.1,0.7,4.7,0.3,6.904231626,35.34839325
